title,author,publisher,ISBN,category,date,pages,price,discount_price
H καταγωγή της οικογένειας$ της ατομικής ιδιοκτησίας και του κράτους,ΕΝΓΚΕΛΣ Φ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-735-8,Μαρξ - Ένγκελς - Λένιν,1976,224,12.00€ , 9.60€
Κριτική της Πολιτικής Οικονομίας,ΜΑΡΞ Κ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-108-2,Μαρξ - Ένγκελς - Λένιν,2010,384,15.00€ , 12.00€
Η 18η Μπρυμαίρ του Λουδοβίκου Bοναπάρτη,ΜΑΡΞ Κ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-459-3,Μαρξ - Ένγκελς - Λένιν,1976,160,8.00€ , 6.40€
Κείμενα για την οικονομική κρίση,ΕΝΓΚΕΛΣ Φ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-125-9,Μαρξ - Ένγκελς - Λένιν,2011,200,12.00€ , 9.60€
Για το ρεφορμισμό,ΕΝΓΚΕΛΣ Φ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-657-Χ,Μαρξ - Ένγκελς - Λένιν,1992,400,12.00€ , 9.60€
Μανιφέστο του Kομμουνιστικού Kόμματος,ΕΝΓΚΕΛΣ Φ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-713-6,Μαρξ - Ένγκελς - Λένιν,1976,72,6.00€ , 4.80€
Τι μπέρδεμα!,CATERINA CANDIA-MARASSI,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-774-6,Παιδική & Νεανική Βιβλιοθήκη,1996,32,10.00€ , 8.00€
Από πού βγαίνει το μωρό;,CATERINA CANDIA-MARASSI,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-773-8,Παιδική & Νεανική Βιβλιοθήκη,1996,32,10.00€ , 8.00€
Τι κάνουν ο μπαμπάς κι η μαμά;,CATERINA CANDIA-MARASSI,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-772-Χ,Παιδική & Νεανική Βιβλιοθήκη,1996,32,10.00€ , 8.00€
Γιατί υπάρχουν αγόρια και κορίτσια;,CATERINA CANDIA-MARASSI,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-771-1,Παιδική & Νεανική Βιβλιοθήκη,1996,32,10.00€ , 8.00€
H δαμασμένη φωτιά,ΜΠΙΝΤΕΡ Ε. ΚΑΙ ΕΜΠ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-453-4,Παιδική & Νεανική Βιβλιοθήκη,1990,28,10.00€ , 8.00€
O θαυμαστός ήχος,ΜΠΙΜΠΕΡΓΚ ΓΚ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-454-2,Παιδική & Νεανική Βιβλιοθήκη,1990,28,10.00€ , 8.00€
O άλλος κόσμος,ΧΩΡΕΑΝΘΗ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-450-Χ,Παιδική & Νεανική Βιβλιοθήκη,1988,104,8.00€ , 6.40€
Κυνηγώντας τ’ άπιαστο,ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-943-9,Παιδική & Νεανική Βιβλιοθήκη,2003,112,6.00€ , 4.80€
Έναν μπαμπά για μένα,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-236-1,Παιδική & Νεανική Βιβλιοθήκη,1990,160,10.00€ , 8.00€
Η Τέτη και οι άλλοι,ΚΑΡΑΤΖΑΦΕΡΗ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-658-8,Παιδική & Νεανική Βιβλιοθήκη,1992,112,10.00€ , 8.00€
Ιστορίες του χθες και του σήμερα,ΖΕΓΚΕΡΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-447-Χ,Παιδική & Νεανική Βιβλιοθήκη,1986,256,10.00€ , 8.00€
Η αδελφή κούκος,ΑΛΚΟΚ Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-176-4,Παιδική & Νεανική Βιβλιοθήκη,1989,192,10.00€ , 7.00€
Γεια σου$ φίλε! ΑΝΘΟΛΟΓΙΑ ΔΙΗΓΗΜΑΤΩΝ ΓΙΑ ΤΗ ΜΕΤΑΝΑΣΤΕΥΣΗ,ΣΥΛΛΟΓΙΚΟ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-117-4,Παιδική & Νεανική Βιβλιοθήκη,2011,192,12.00€ , 8.40€
Ένας μάγος δίχως όνειρα,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-084-9,Παιδική & Νεανική Βιβλιοθήκη,1988,44,8.00€ , 6.40€
Για πρώτη φορά,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-112-8,Παιδική & Νεανική Βιβλιοθήκη,1988,34,8.00€ , 6.40€
Καλημέρα ειρήνη!,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-688-7,Παιδική & Νεανική Βιβλιοθήκη,1979,48,13.00€ , 10.40€
Καλή σου νύχτα$ φεγγαράκι,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-083-0,Παιδική & Νεανική Βιβλιοθήκη,1988,44,8.00€ , 6.40€
Παραμυθέατρο 1,ΡΑΒΑΝΗΣ - ΡΕΝΤΗΣ Δ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-103-9,Παιδική & Νεανική Βιβλιοθήκη,1988,52,6.00€ , 4.80€
Τα τρία παραμύθια,ΠΟΥΣΚΙΝ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-997-8,Παιδική & Νεανική Βιβλιοθήκη,2005,64,12.00€ , 9.60€
Tο ημερολόγιο του Bασιλάκη,ΠΕΤΑΛΑ - ΠΑΠΑΔΟΠΟΥΛΟΥ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-438-0,Παιδική & Νεανική Βιβλιοθήκη,1987,168,6.00€ , 4.80€
Αισώπου Μύθοι 2,ΠΕΡΙΣΤΕΡΑΚΗ - ΨΥΧΟΓΙΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-004-5,Παιδική & Νεανική Βιβλιοθήκη,2005,56,12.00€ , 9.60€
Αισώπου Μύθοι 1,ΠΕΡΙΣΤΕΡΑΚΗ - ΨΥΧΟΓΙΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-988-9,Παιδική & Νεανική Βιβλιοθήκη,2005,56,12.00€ , 9.60€
Nύχτα στο ζωολογικό κήπο,ΠΕΡΙΣΤΕΡΑΚΗ - ΨΥΧΟΓΙΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-446-1,Παιδική & Νεανική Βιβλιοθήκη,1984,24,4.00€ , 3.20€
Tο φιλί της ζωής,ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-841-6,Παιδική & Νεανική Βιβλιοθήκη,1998,112,10.00€ , 8.00€
Tο λυκαυγές του πολιτισμού,ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-852-1,Παιδική & Νεανική Βιβλιοθήκη,1999,88,13.00€ , 10.40€
H τροχιά του πολιτισμού,ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-857-2,Παιδική & Νεανική Βιβλιοθήκη,1999,88,13.00€ , 10.40€
O παππούς μου… ο Παπούα,ΜΑΝΘΟΠΟΥΛΟΣ Δ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-790-8,Παιδική & Νεανική Βιβλιοθήκη,1996,104,10.00€ , 8.00€
Tσαν το φάντασμα,ΛΑΝΤΑ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-159-4,Παιδική & Νεανική Βιβλιοθήκη,1989,58,7.00€ , 5.60€
Το αετόπουλο,ΛΑΜΠΡΙΝΙΔΗΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-916-1,Παιδική & Νεανική Βιβλιοθήκη,2002,30,11.00€ , 8.80€
Tης αυγής δροσούλες,ΛΑΜΠΡΙΝΙΔΗΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-793-2,Παιδική & Νεανική Βιβλιοθήκη,1997,54,8.00€ , 6.40€
Τα τσιλικροτά,ΛΑΜΠΡΙΝΙΔΗΣ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-132-7,Παιδική & Νεανική Βιβλιοθήκη,2011,56,13.00€ , 10.40€
Xωραφάκι στο φεγγάρι,ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-200-0,Παιδική & Νεανική Βιβλιοθήκη,1990,46,6.00€ , 4.80€
Το ψαράκι που δεν μπορούσε να ονειρευτεί,ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-196-9,Παιδική & Νεανική Βιβλιοθήκη,1990,30,6.00€ , 4.80€
Tο μύδι που νόμιζε πως ήταν στρείδι αλλά τελικά ήταν μύδι (ή μήπως όχι;),ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-198-5,Παιδική & Νεανική Βιβλιοθήκη,1990,46,6.00€ , 4.80€
Tο κυνήγι της χαμένης παρτιτούρας,ΚΟΝΤΟΡΑ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-436-4,Παιδική & Νεανική Βιβλιοθήκη,1987,,8.00€ , 6.40€
Σαρκοφάγος$ αιμοβόρος$ αχόρταγος… ε$ λύκος είμαι δεν είμαι αρνάκι,ΚΑΤΣΟΥΛΗ - ΣΥΜΕΩΝΟΓΛΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-040-5,Παιδική & Νεανική Βιβλιοθήκη,2007,48,11.00€ , 8.80€
Μ’ αρέσει η φλυαρία. Είναι κακό…;,ΚΑΤΣΟΥΛΗ - ΣΥΜΕΩΝΟΓΛΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-072-6,Παιδική & Νεανική Βιβλιοθήκη,2008,40,12.00€ , 9.60€
Είμαι κλέφτρα$ λαίμαργη και πονηρή$ αλλά δε φταίω…,ΚΑΤΣΟΥΛΗ - ΣΥΜΕΩΝΟΓΛΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-022-3,Παιδική & Νεανική Βιβλιοθήκη,2006,40,10.00€ , 5.00€
Ένα πιάνο με φτερά,ΚΑΡΑΤΖΑΦΕΡΗ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-434-8,Παιδική & Νεανική Βιβλιοθήκη,1987,44,8.00€ , 6.40€
Tο παραμύθι για το χαμένο χρόνο,ΔΑΣΚΑΛΟΒΑ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-433-Χ,Παιδική & Νεανική Βιβλιοθήκη,1987,48,8.00€ , 6.40€
Ένα αχόρταγο δέντρο,ΔΑΡΑΚΗ Π.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-430-5,Παιδική & Νεανική Βιβλιοθήκη,1987,50,8.00€ , 6.40€
Ξύλινο παραμύθι,ΜΠΑΡΤΖΗΣ Γ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-082-2,Παιδική & Νεανική Βιβλιοθήκη,1988,22,7.00€ , 5.60€
Το κάστρο που πέταξε,ΜΟΛΥΒΙΑΤΗΣ Ν.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-858-0,Παιδική & Νεανική Βιβλιοθήκη,1999,48,12.00€ , 9.60€
Το τελευταίο αστέρι,ΜΙΧΑΗΛΙΔΟΥ - ΒΛΑΔΙΜΗΡΟΥ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-694-4,Παιδική & Νεανική Βιβλιοθήκη,1993,40,5.00€ , 4.00€
O Δεκατρής,ΜΙΧΑΗΛΙΔΟΥ - ΒΛΑΔΙΜΗΡΟΥ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-661-8,Παιδική & Νεανική Βιβλιοθήκη,1992,50,7.00€ , 5.60€
Ο Τριμάτης,ΜΑΡΙΝΟΣ Γ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-054-2,Παιδική & Νεανική Βιβλιοθήκη,2007,32,10.00€ , 8.00€
Μαποιοπαπί,ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-197-7,Παιδική & Νεανική Βιβλιοθήκη,1990,38,6.00€ , 4.80€
Eρωτική ιστορία;,ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-199-3,Παιδική & Νεανική Βιβλιοθήκη,1990,38,6.00€ , 4.80€
Eγώ κι εγώ,ΛΑΜΠΡΕΛΛΗ Λ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-195-0,Παιδική & Νεανική Βιβλιοθήκη,1990,30,6.00€ , 4.80€
Το στοιχειωμένο κάστρο,ΚΥΤΟΠΟΥΛΟΣ Ν.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-082-5,Παιδική & Νεανική Βιβλιοθήκη,2009,136,10.00€ , 8.00€
H κιβωτός – ποιήματα για παιδιά,ΚΡΟΚΟΣ Γ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,,Παιδική & Νεανική Βιβλιοθήκη,1983,72,3.00€ , 2.40€
Σαν ιστορίες και σαν παραμύθια,ΚΟΡΝΗΛΙΟΣ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-249-3,Παιδική & Νεανική Βιβλιοθήκη,1990,156,8.00€ , 6.40€
Τα μυστήρια της οδού Κενταύρων,ΚΟΝΤΟΡΑ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-103-7,Παιδική & Νεανική Βιβλιοθήκη,2010,208,10.00€ , 8.00€
Πέντε πολεμικές μάσκες,ΚΟΝΤΟΡΑ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-028-2,Παιδική & Νεανική Βιβλιοθήκη,2006,144,12.00€ , 9.60€
Δώδεκα μέρες από τη ζωή του Αϊ-Βασίλη,ΚΟΝΤΟΡΑ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-127-3,Παιδική & Νεανική Βιβλιοθήκη,2011,304,10.00€ , 8.00€
Τώρα θέλω να χορέψω,ΔΑΡΑΚΗ Π.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-429-1,Παιδική & Νεανική Βιβλιοθήκη,1986,40,8.00€ , 6.40€
Tο στοίχημα,ΔΑΡΑΚΗ Π.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-428-3,Παιδική & Νεανική Βιβλιοθήκη,1986,32,8.00€ , 6.40€
Ο γυμνός,ΔΑΡΑΚΗ Π.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-432-1,Παιδική & Νεανική Βιβλιοθήκη,1988,44,8.00€ , 6.40€
Tο δέντρο του σκαντζόχοιρου,ΓΚΡΑΜΣΙ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-257-4,Παιδική & Νεανική Βιβλιοθήκη,1991,180,8.00€ , 6.40€
Η φλογερή καρδιά του Ντάνκο,ΓΚΟΡΚΙ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-425-9,Παιδική & Νεανική Βιβλιοθήκη,1980,96,5.00€ , 4.00€
Tο ερωτευμένο αστέρι,ΒΑΣΙΛΕΙΑΔΟΥ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-424-0,Παιδική & Νεανική Βιβλιοθήκη,1988,28,5.00€ , 4.00€
Oι ιστορίες του Γατώνου Nιαρ-Nιάουζεν,ΒΑΣΙΛΕΙΑΔΟΥ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-701-0,Παιδική & Νεανική Βιβλιοθήκη,1994,72,8.00€ , 6.40€
Τα δύο αδελφάκια – H άσπρη πάπια,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-420-8,Παιδική & Νεανική Βιβλιοθήκη,1990,12,5.00€ , 4.00€
Μαρία Μόρεβνα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-416-Χ,Παιδική & Νεανική Βιβλιοθήκη,1990,12,5.00€ , 4.00€
Η τσαρίνα – βατραχίνα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-417-8,Παιδική & Νεανική Βιβλιοθήκη,1990,12,5.00€ , 4.00€
Η πεντάμορφη Bασίλισσα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-419-4,Παιδική & Νεανική Βιβλιοθήκη,1990,12,5.00€ , 4.00€
Παραμύθια της Μακεδονίας,ΣΥΛΛΟΓΗ - Διασκευή: ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-076-4,Παιδική & Νεανική Βιβλιοθήκη,2008,144,16.00€ , 12.80€
Λαϊκά Παραμύθια της Στερεάς Ελλάδας,ΣΥΛΛΟΓΗ - Διασκευή: ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-057-3,Παιδική & Νεανική Βιβλιοθήκη,2007,136,16.00€ , 12.80€
Δεκαεννιά Νορβηγικά Παραμύθια,ΣΥΛΛΟΓΗ - Διασκευή: ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-999-4,Παιδική & Νεανική Βιβλιοθήκη,2005,160,16.00€ , 12.80€
Δέκα Λαϊκά Κελτικά Παραμύθια,ΣΥΛΛΟΓΗ - Διασκευή: ΠΑΠΑΚΟΥ - ΛΑΓΟΥ A.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-941-2,Παιδική & Νεανική Βιβλιοθήκη,2003,118,12.00€ , 9.60€
Τα ανθρωπάκια του Σβάμπεντο,ΑΝΩΝΥΜΟΥ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-183-7,Παιδική & Νεανική Βιβλιοθήκη,1990,32,6.00€ , 4.80€
Tο χρυσό άρμα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-127-6,Παιδική & Νεανική Βιβλιοθήκη,1989,24,2.00€,
Tο κουτσό λελέκι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-126-8,Παιδική & Νεανική Βιβλιοθήκη,1989,24,2.00€,
Ο τοξότης και το χρυσό φτερό,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-411-9,Παιδική & Νεανική Βιβλιοθήκη,1990,20,5.00€ , 4.00€
Ο Ντομπρίνια και το φίδι,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-408-9,Παιδική & Νεανική Βιβλιοθήκη,1990,20,5.00€ , 4.00€
Ο Ντομπρίνια και ο Αλιόσα,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-407-0,Παιδική & Νεανική Βιβλιοθήκη,1990,28,5.00€ , 4.00€
Ο Αλιόσα και ο Δρακογέννητος,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-410-0,Παιδική & Νεανική Βιβλιοθήκη,1990,24,5.00€ , 4.00€
Ηλία Mούρομετς,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-406-2,Παιδική & Νεανική Βιβλιοθήκη,1990,28,5.00€ , 4.00€
Ο σταρένιος,ΠΕΡΙΣΤΕΡΑΚΗ - ΨΥΧΟΓΙΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-386-4,Παιδική & Νεανική Βιβλιοθήκη,1986,32,10.00€ , 8.00€
Η ιστορία του νερού,ΠΕΡΙΣΤΕΡΑΚΗ - ΨΥΧΟΓΙΟΥ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-229-2,Παιδική & Νεανική Βιβλιοθήκη,1982,32,10.00€ , 8.00€
Τέσσερις εποχές στη μικρή μου ζωή,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-235-3,Παιδική & Νεανική Βιβλιοθήκη,1990,36,6.00€ , 4.80€
O Στέλιος και η Λορίτα,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-385-6,Παιδική & Νεανική Βιβλιοθήκη,1983,22,3.00€ , 2.40€
Είμαι η πέτρα,ΧΑΤΟΓΛΟΥ ΦΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-234-5,Παιδική & Νεανική Βιβλιοθήκη,1990,44,6.00€ , 4.80€
Ο κοκκινοκαρδούλης,ΧΑΤΖΗΠΑΝΑΓΙΩΤΗ Ι.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-264-7,Παιδική & Νεανική Βιβλιοθήκη,1991,36,6.00€ , 4.80€
Στη βηθλεέμ του βυθού,ΦΙΛΝΤΙΣΗ Σ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-100-4,Παιδική & Νεανική Βιβλιοθήκη,1988,58,7.00€ , 5.60€
Η Μαριάννα και το πουλί της φωτιάς,ΤΟΛΣΤΟΪ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-016-9,Παιδική & Νεανική Βιβλιοθήκη,2006,32,10.00€ , 8.00€
Μια χάρτινη πεταλούδα,ΚΥΤΟΠΟΥΛΟΥ Ζ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-882-3,Παιδική & Νεανική Βιβλιοθήκη,2001,48,10.00€ , 8.00€
Παίζω με τα χρώματα και τις γραμμές,ΚΑΡΑΛΑΖΟΥ - ΚΑΡΑΜΠΟΥΡΝΗ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-698-8,Παιδική & Νεανική Βιβλιοθήκη,1993,50,8.00€ , 6.40€
Tο ταξίδι του έξυπνου και του πονηρού,ΚΑΜΑΡΑΤΟΥ - ΓΙΑΛΛΟΥΣΗ ΕΙΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-654-5,Παιδική & Νεανική Βιβλιοθήκη,1992,28,7.00€ , 5.60€
Tο ξενολούλουδο,ΚΑΜΑΡΑΤΟΥ - ΓΙΑΛΛΟΥΣΗ ΕΙΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-788-6,Παιδική & Νεανική Βιβλιοθήκη,1996,24,8.00€ , 6.40€
O κύριος Σωσίβιος Xαχαχά,ΚΑΜΑΡΑΤΟΥ - ΓΙΑΛΛΟΥΣΗ ΕΙΡ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-894-7,Παιδική & Νεανική Βιβλιοθήκη,2001,48,10.00€ , 8.00€
Άλφα-άλφα Βήτα-βήτα$ έμαθα την Αλφαβήτα!,ΚΑΖΑΝΤΖΙΔΟΥ Τ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-133-4,Παιδική & Νεανική Βιβλιοθήκη,2011,48,10.00€ , 8.00€
Η τερατούπολη,ΒΑΣΙΛΕΙΑΔΟΥ Μ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-380-5,Παιδική & Νεανική Βιβλιοθήκη,1983,18,6.00€ , 4.80€
Γελαστός κι αγέλαστος,ΒΑΡΕΛΛΑ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-275-2,Παιδική & Νεανική Βιβλιοθήκη,1991,48,10.00€ , 8.00€
Τα έργα του. Βιβλίο 2ο,ΧΙΚΜΕΤ Ν.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-816-5,Ξένη Λογοτεχνία,1997,464,15.00€ , 12.00€
Τα έργα του. Βιβλίο 1ο,ΧΙΚΜΕΤ Ν.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-224-811-9,Ξένη Λογοτεχνία,1997,544,15.00€ , 12.00€
O κόκκινος θερισμός,ΧΑΜΕΤ ΝΤ.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-202-7,Ξένη Λογοτεχνία,1990,264,8.00€ , 6.40€
Νέα φρουρά$ τόμ. 2ος,ΦΑΝΤΕΓΙΕΦ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-112-9,Ξένη Λογοτεχνία,2010,408,15.00€ , 12.00€
Νέα φρουρά$ τόμ. 1ος,ΦΑΝΤΕΓΙΕΦ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-111-2,Ξένη Λογοτεχνία,2010,504,15.00€ , 12.00€
Άπαντα – Tόμος 16 (1945-1953),ΣΤΑΛΙΝ Ι. Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-098-6,Πολιτική & Κοινωνία,2010,496,20.00€ , 16.00€
Η συντριβή,ΦΑΝΤΕΓΙΕΦ Α.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,978-960-451-099-3,Ξένη Λογοτεχνία,2010,256,10.00€ , 8.00€
Το τραγούδι της εξοχής,ΑΡΒΑΝΙΤΙΔΟΥ Β.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-224-422-4,Παιδική & Νεανική Βιβλιοθήκη,1986,46,7.00€ , 5.60€
Η Λεία στη χώρα των πουλιών,ΑΝΤΩΝΙΟΥ - ΑΝΤΩΝΑΚΟΥ Ε.,ΣΥΓΧΡΟΝΗ ΕΠΟΧΗ,960-451-001-0,Παιδική & Νεανική Βιβλιοθήκη,2005,64,12.00€ , 9.60€
